id,hotel_cluster
1145374,"[71, 34, 18, 77, 54]"
1145374,"[71, 34, 18, 77, 54]"
1146346,"[62, 81, 90, 78, 30]"
1146957,"[91, 41, 48, 64, 65]"
1146957,"[33, 18, 91, 5, 94]"
1147708,"[91, 28, 50, 69, 41]"
1149948,"[39, 31, 91, 4, 19]"
1149948,"[91, 18, 95, 99, 41]"
1150879,"[81, 57, 77, 12, 61]"
1151289,"[84, 96, 32, 21, 0]"
1151289,"[91, 41, 48, 64, 65]"
1151905,"[31, 77, 71, 17, 90]"
1153624,"[46, 36, 58, 12, 29]"
1153624,"[46, 36, 58, 12, 29]"
1161890,"[12, 81, 51, 57, 76]"
1161890,"[20, 82, 60, 46, 81]"
1163172,"[58, 64, 46, 66, 30]"
1163792,"[64, 97, 46, 8, 35]"
1166147,"[42, 37, 91, 41, 48]"
1166147,"[42, 37, 91, 41, 48]"
1169739,"[46, 29, 58, 82, 62]"
1169739,"[46, 29, 58, 82, 62]"
1169750,"[5, 91, 41, 48, 64]"
1169750,"[5, 6, 42, 25, 47]"
1178714,"[48, 81, 50, 82, 42]"
1178714,"[25, 72, 21, 33, 39]"
1178714,"[91, 41, 48, 64, 65]"
1178714,"[48, 16, 61, 77, 50]"
1178714,"[91, 59, 82, 94, 47]"
1181926,"[46, 36, 58, 12, 29]"
1181926,"[46, 36, 58, 12, 29]"
1181926,"[46, 36, 58, 12, 29]"
1181926,"[46, 36, 58, 12, 29]"
1181926,"[46, 36, 58, 12, 29]"
1183474,"[59, 25, 42, 48, 95]"
1184970,"[42, 16, 15, 19, 18]"
1185079,"[6, 28, 59, 29, 11]"
1185079,"[25, 64, 86, 85, 62]"
422,"[68, 18, 51, 91, 41]"
423,"[50, 91, 41, 48, 64]"
15529,"[25, 64, 5, 11, 97]"
15529,"[2, 97, 37, 59, 68]"
15529,"[64, 5, 11, 70, 58]"
17303,"[76, 91, 47, 48, 18]"
20761,"[56, 70, 41, 98, 69]"
20761,"[64, 29, 46, 85, 5]"
20761,"[64, 29, 46, 85, 5]"
20761,"[2, 15, 31, 62, 46]"
20761,"[67, 99, 86, 8, 64]"
20761,"[91, 41, 48, 64, 65]"
20761,"[41, 83, 17, 21, 91]"
20761,"[67, 86, 64, 22, 58]"
23998,"[0, 31, 96, 25, 91]"
23998,"[56, 70, 41, 98, 69]"
35174,"[91, 59, 95, 13, 96]"
35174,"[1, 45, 79, 24, 88]"
35174,"[10, 49, 31, 34, 79]"
35174,"[28, 2, 18, 41, 37]"
35174,"[47, 37, 28, 90, 39]"
35174,"[70, 39, 98, 19, 21]"
37041,"[7, 16, 48, 62, 91]"
37041,"[7, 16, 48, 62, 91]"
37041,"[50, 13, 16, 48, 51]"
42071,"[0, 84, 96, 97, 41]"
43851,"[46, 81, 99, 64, 67]"
51054,"[48, 18, 94, 16, 32]"
55581,"[60, 91, 41, 48, 64]"
56532,"[2, 39, 93, 15, 36]"
58780,"[77, 33, 91, 48, 5]"
58971,"[98, 70, 41, 56, 72]"
58971,"[70, 39, 98, 19, 21]"
61971,"[5, 41, 21, 11, 17]"
61971,"[5, 41, 21, 11, 17]"
64313,"[72, 16, 32, 4, 50]"
64313,"[72, 16, 32, 4, 50]"
64313,"[72, 16, 32, 4, 50]"
64313,"[72, 16, 32, 4, 50]"
66040,"[55, 21, 68, 9, 25]"
66671,"[91, 41, 48, 64, 65]"
66671,"[91, 41, 48, 64, 65]"
67624,"[95, 18, 98, 68, 21]"
67624,"[40, 48, 18, 94, 91]"
69416,"[32, 50, 48, 40, 91]"
77781,"[80, 63, 61, 57, 12]"
80458,"[56, 70, 41, 98, 69]"
87234,"[44, 62, 91, 41, 48]"
88298,"[70, 75, 92, 77, 96]"
90611,"[80, 55, 83, 26, 94]"
90611,"[95, 18, 98, 68, 21]"
93758,"[22, 58, 11, 97, 37]"
93758,"[62, 12, 29, 97, 59]"
93758,"[59, 2, 85, 12, 10]"
93758,"[44, 7, 64, 67, 82]"
99615,"[49, 4, 23, 59, 21]"
105956,"[29, 82, 59, 46, 64]"
108472,"[91, 41, 48, 64, 65]"
109468,"[95, 18, 98, 68, 21]"
113144,"[25, 77, 11, 75, 41]"
114054,"[91, 33, 83, 42, 4]"
115300,"[46, 36, 29, 62, 64]"
127434,"[97, 98, 25, 21, 70]"
127434,"[2, 46, 29, 59, 64]"
127434,"[2, 46, 29, 59, 64]"
127434,"[2, 46, 29, 59, 64]"
127434,"[91, 41, 48, 64, 65]"
127434,"[11, 37, 59, 90, 42]"
127434,"[6, 91, 41, 48, 64]"
128249,"[29, 82, 59, 46, 64]"
128499,"[12, 82, 46, 36, 29]"
129997,"[10, 15, 28, 32, 76]"
130956,"[91, 41, 48, 64, 65]"
130956,"[48, 91, 50, 15, 16]"
132907,"[91, 21, 25, 37, 33]"
136388,"[97, 98, 25, 21, 70]"
141521,"[43, 99, 62, 22, 30]"
146742,"[1, 45, 79, 24, 88]"
146742,"[64, 2, 37, 61, 32]"
146742,"[5, 91, 41, 48, 64]"
151491,"[13, 28, 37, 59, 16]"
151491,"[11, 9, 4, 16, 28]"
152464,"[2, 46, 29, 59, 64]"
154075,"[57, 67, 64, 75, 58]"
154792,"[93, 86, 91, 41, 48]"
154792,"[98, 70, 41, 56, 72]"
154792,"[98, 70, 41, 56, 72]"
156670,"[43, 29, 5, 11, 46]"
156670,"[2, 97, 37, 59, 68]"
156670,"[50, 39, 91, 32, 33]"
157644,"[12, 21, 36, 59, 48]"
157644,"[0, 26, 34, 17, 70]"
157644,"[0, 26, 34, 17, 70]"
157644,"[65, 66, 31, 52, 92]"
157644,"[7, 20, 91, 41, 48]"
157644,"[7, 20, 91, 41, 48]"
158245,"[49, 19, 5, 21, 18]"
158245,"[0, 26, 41, 21, 34]"
164843,"[98, 70, 41, 56, 72]"
168530,"[98, 55, 21, 95, 25]"
170135,"[73, 31, 99, 84, 6]"
170135,"[91, 41, 48, 64, 65]"
170533,"[1, 45, 79, 24, 88]"
175064,"[21, 95, 98, 91, 18]"
175213,"[98, 70, 41, 56, 72]"
175294,"[59, 25, 42, 48, 95]"
177969,"[56, 70, 41, 98, 69]"
181519,"[91, 48, 17, 83, 77]"
181519,"[91, 41, 48, 64, 65]"
181519,"[91, 41, 48, 64, 65]"
181519,"[91, 41, 48, 64, 65]"
181519,"[96, 48, 37, 69, 99]"
183887,"[91, 33, 83, 42, 4]"
185140,"[70, 39, 98, 19, 21]"
188454,"[60, 81, 82, 36, 91]"
188933,"[1, 79, 45, 24, 19]"
188933,"[91, 32, 10, 85, 42]"
188933,"[91, 95, 69, 13, 94]"
188933,"[91, 25, 28, 59, 42]"
188933,"[34, 96, 48, 91, 16]"
190685,"[16, 68, 42, 4, 7]"
194460,"[44, 91, 41, 48, 64]"
194460,"[44, 91, 41, 48, 64]"
194460,"[22, 58, 11, 97, 37]"
194460,"[22, 58, 11, 97, 37]"
195355,"[13, 48, 42, 76, 50]"
196927,"[17, 91, 59, 48, 21]"
198200,"[43, 6, 32, 48, 93]"
201529,"[91, 33, 9, 94, 41]"
202848,"[16, 77, 40, 11, 28]"
203339,"[91, 50, 28, 6, 15]"
206642,"[42, 91, 10, 94, 41]"
206642,"[21, 95, 56, 19, 49]"
207428,"[6, 42, 47, 91, 48]"
207428,"[50, 76, 16, 77, 8]"
207438,"[4, 32, 33, 28, 48]"
208874,"[36, 59, 12, 81, 57]"
208874,"[46, 82, 64, 86, 60]"
208874,"[46, 58, 64, 61, 57]"
211749,"[58, 57, 46, 77, 6]"
213047,"[33, 70, 0, 72, 93]"
213047,"[49, 34, 48, 71, 91]"
213047,"[71, 34, 18, 77, 54]"
213503,"[25, 64, 5, 11, 97]"
215737,"[64, 21, 68, 75, 17]"
215737,"[1, 45, 79, 24, 88]"
215737,"[49, 4, 23, 59, 21]"
215737,"[61, 6, 81, 64, 4]"
215737,"[64, 82, 81, 78, 57]"
215737,"[82, 91, 41, 48, 64]"
215737,"[61, 81, 82, 4, 15]"
215737,"[81, 75, 46, 12, 82]"
215737,"[62, 29, 85, 59, 61]"
216903,"[60, 81, 82, 36, 91]"
216903,"[60, 81, 82, 36, 91]"
216903,"[95, 18, 68, 9, 41]"
216903,"[10, 37, 9, 95, 70]"
216903,"[98, 49, 10, 9, 18]"
216903,"[98, 49, 10, 9, 18]"
217496,"[91, 41, 48, 64, 65]"
220290,"[82, 36, 62, 91, 41]"
220672,"[29, 82, 59, 46, 64]"
220672,"[46, 36, 2, 62, 5]"
221706,"[0, 55, 50, 4, 48]"
221706,"[91, 41, 48, 64, 65]"
221706,"[55, 80, 32, 22, 50]"
221706,"[0, 55, 50, 4, 48]"
225312,"[25, 28, 91, 41, 48]"
226685,"[91, 41, 48, 64, 65]"
227424,"[49, 4, 23, 28, 19]"
233149,"[46, 81, 99, 64, 67]"
234249,"[2, 46, 29, 59, 64]"
237002,"[51, 34, 91, 77, 48]"
237002,"[70, 39, 98, 19, 21]"
237002,"[51, 34, 91, 77, 48]"
237002,"[70, 39, 98, 19, 21]"
237002,"[70, 39, 98, 19, 21]"
237002,"[51, 34, 91, 77, 48]"
238331,"[28, 95, 25, 59, 91]"
238331,"[91, 41, 48, 64, 65]"
239270,"[4, 91, 72, 28, 33]"
239270,"[42, 91, 18, 94, 23]"
239270,"[36, 91, 41, 48, 64]"
239270,"[46, 36, 29, 62, 64]"
239270,"[2, 46, 29, 59, 64]"
239270,"[2, 99, 68, 98, 37]"
239270,"[43, 15, 6, 89, 82]"
239270,"[81, 67, 36, 62, 82]"
239270,"[62, 67, 20, 29, 91]"
239270,"[67, 61, 62, 91, 41]"
239270,"[98, 95, 18, 21, 68]"
239270,"[50, 28, 56, 33, 51]"
239270,"[67, 61, 62, 91, 41]"
239270,"[67, 61, 62, 91, 41]"
239270,"[59, 82, 11, 29, 64]"
239270,"[59, 82, 11, 29, 64]"
239270,"[56, 70, 41, 98, 69]"
239270,"[91, 41, 48, 64, 65]"
239270,"[91, 41, 48, 64, 65]"
240936,"[25, 64, 5, 11, 97]"
240936,"[25, 64, 5, 11, 97]"
240989,"[36, 58, 5, 99, 30]"
240989,"[36, 58, 5, 99, 30]"
240989,"[36, 58, 5, 99, 30]"
240989,"[64, 46, 36, 57, 99]"
242407,"[16, 82, 29, 25, 50]"
242694,"[91, 41, 48, 64, 65]"
242694,"[43, 25, 61, 30, 42]"
248824,"[76, 40, 99, 59, 91]"
248824,"[99, 6, 9, 97, 2]"
248824,"[64, 97, 46, 8, 35]"
248824,"[56, 41, 70, 98, 55]"
248824,"[56, 41, 70, 98, 55]"
248824,"[33, 23, 41, 7, 43]"
248824,"[11, 9, 33, 42, 13]"
248824,"[55, 9, 21, 18, 68]"
248824,"[95, 69, 41, 68, 9]"
248824,"[70, 69, 33, 97, 48]"
248824,"[70, 98, 68, 91, 41]"
248824,"[68, 2, 46, 95, 29]"
248824,"[49, 11, 21, 55, 83]"
248824,"[91, 41, 48, 64, 65]"
248824,"[22, 8, 64, 78, 58]"
248824,"[91, 41, 48, 64, 65]"
248824,"[78, 5, 91, 41, 48]"
248824,"[22, 8, 64, 78, 58]"
248824,"[43, 90, 93, 30, 91]"
248824,"[62, 58, 85, 78, 36]"
248824,"[62, 58, 85, 78, 36]"
248824,"[2, 47, 48, 43, 82]"
248824,"[97, 5, 64, 12, 98]"
248824,"[81, 46, 64, 78, 61]"
248824,"[55, 9, 21, 18, 68]"
248824,"[2, 47, 48, 43, 82]"
248824,"[46, 6, 29, 62, 99]"
248824,"[46, 6, 29, 62, 99]"
248824,"[95, 98, 59, 91, 41]"
248824,"[91, 41, 48, 64, 65]"
248824,"[36, 58, 5, 99, 30]"
248824,"[95, 18, 91, 41, 48]"
248824,"[95, 18, 91, 41, 48]"
248824,"[95, 98, 91, 18, 41]"
248824,"[70, 98, 68, 91, 41]"
248824,"[21, 2, 98, 56, 91]"
248824,"[0, 13, 44, 26, 73]"
248824,"[97, 98, 25, 21, 70]"
248824,"[5, 68, 97, 59, 2]"
248824,"[21, 2, 98, 56, 91]"
248824,"[64, 99, 68, 10, 91]"
248824,"[49, 9, 95, 68, 2]"
249169,"[41, 6, 10, 77, 49]"
253351,"[95, 18, 98, 68, 21]"
253786,"[62, 85, 57, 81, 75]"
253786,"[59, 29, 48, 90, 51]"
253786,"[98, 95, 18, 21, 68]"
253786,"[82, 93, 85, 36, 29]"
253786,"[82, 42, 5, 16, 90]"
253786,"[91, 41, 48, 64, 65]"
253786,"[8, 12, 62, 85, 46]"
253786,"[64, 97, 49, 37, 9]"
253786,"[56, 41, 70, 98, 55]"
253786,"[38, 67, 81, 20, 87]"
253786,"[29, 91, 41, 48, 64]"
254229,"[65, 66, 52, 87, 96]"
254229,"[65, 66, 52, 87, 96]"
254476,"[1, 45, 79, 24, 88]"
254476,"[1, 45, 79, 24, 88]"
254476,"[1, 45, 79, 24, 88]"
257504,"[98, 4, 83, 70, 39]"
262245,"[83, 68, 16, 11, 37]"
262911,"[6, 16, 50, 28, 42]"
263258,"[91, 33, 9, 94, 41]"
264592,"[72, 91, 68, 59, 9]"
265565,"[50, 99, 33, 18, 17]"
265565,"[50, 99, 33, 18, 17]"
265565,"[18, 50, 91, 41, 48]"
267149,"[33, 48, 91, 41, 64]"
268269,"[25, 64, 5, 11, 97]"
268269,"[64, 99, 25, 75, 11]"
268269,"[22, 8, 64, 78, 58]"
268269,"[25, 64, 5, 11, 97]"
268269,"[22, 58, 11, 97, 37]"
268269,"[25, 64, 5, 11, 97]"
268269,"[64, 97, 49, 37, 9]"
268269,"[64, 97, 49, 37, 9]"
268269,"[25, 64, 5, 11, 97]"
268269,"[64, 99, 25, 75, 11]"
268269,"[37, 2, 83, 5, 41]"
268269,"[99, 22, 64, 8, 78]"
268269,"[29, 82, 59, 46, 64]"
268269,"[25, 64, 5, 11, 97]"
268269,"[25, 64, 5, 11, 97]"
268269,"[97, 98, 25, 21, 70]"
268269,"[97, 98, 25, 21, 70]"
268269,"[2, 11, 29, 59, 46]"
268269,"[25, 64, 5, 11, 97]"
269953,"[65, 66, 52, 31, 25]"
269953,"[65, 66, 52, 31, 25]"
269953,"[65, 66, 31, 52, 92]"
269953,"[66, 65, 52, 86, 20]"
270625,"[95, 18, 98, 68, 21]"
270761,"[51, 59, 91, 41, 48]"
270761,"[18, 4, 91, 16, 33]"
271457,"[9, 59, 55, 41, 99]"
273714,"[98, 70, 41, 56, 72]"
282380,"[1, 45, 79, 24, 88]"
283366,"[68, 16, 48, 96, 77]"
284493,"[91, 90, 13, 48, 32]"
284493,"[68, 7, 26, 33, 28]"
285912,"[48, 18, 91, 23, 41]"
285912,"[95, 98, 91, 18, 41]"
289250,"[65, 87, 66, 62, 8]"
290761,"[22, 37, 78, 8, 64]"
296206,"[95, 68, 4, 21, 19]"
296206,"[95, 68, 4, 21, 19]"
296206,"[59, 25, 42, 48, 95]"
296206,"[39, 91, 95, 21, 19]"
299295,"[34, 0, 80, 26, 73]"
300250,"[82, 22, 57, 62, 67]"
303054,"[0, 31, 96, 25, 91]"
303054,"[43, 99, 62, 22, 30]"
303054,"[43, 99, 62, 22, 30]"
303054,"[1, 45, 79, 24, 88]"
306336,"[50, 40, 91, 41, 48]"
306527,"[98, 70, 41, 56, 72]"
306527,"[13, 72, 25, 96, 28]"
311338,"[46, 36, 2, 62, 5]"
311592,"[59, 48, 5, 29, 37]"
311592,"[91, 41, 48, 64, 65]"
311592,"[59, 48, 5, 29, 37]"
311592,"[59, 48, 5, 29, 37]"
316569,"[99, 22, 64, 8, 78]"
320462,"[59, 44, 78, 82, 99]"
320462,"[51, 43, 8, 35, 61]"
320462,"[83, 68, 16, 11, 37]"
320462,"[97, 98, 25, 21, 70]"
325450,"[34, 96, 48, 91, 16]"
333702,"[63, 26, 57, 81, 92]"
333765,"[1, 45, 79, 24, 88]"
334107,"[65, 87, 66, 62, 8]"
338270,"[19, 18, 70, 95, 98]"
338270,"[19, 18, 70, 95, 98]"
338270,"[42, 37, 91, 41, 48]"
338270,"[91, 6, 28, 40, 33]"
338270,"[42, 37, 91, 41, 48]"
338270,"[70, 98, 68, 91, 41]"
338270,"[9, 70, 98, 68, 91]"
338270,"[30, 6, 91, 41, 48]"
343368,"[95, 9, 91, 51, 33]"
343368,"[47, 91, 41, 48, 64]"
343913,"[1, 45, 79, 24, 88]"
353125,"[46, 36, 29, 62, 64]"
355043,"[16, 68, 42, 4, 7]"
355043,"[42, 91, 18, 94, 23]"
355043,"[42, 48, 28, 43, 76]"
355292,"[91, 41, 48, 64, 65]"
358607,"[50, 49, 77, 17, 4]"
358607,"[64, 83, 91, 41, 48]"
366716,"[46, 36, 62, 57, 82]"
371596,"[34, 49, 48, 71, 91]"
371596,"[1, 45, 79, 24, 88]"
371596,"[39, 31, 91, 4, 19]"
371596,"[77, 91, 39, 32, 83]"
371596,"[39, 31, 91, 4, 19]"
371596,"[77, 91, 39, 32, 83]"
371596,"[70, 77, 91, 39, 32]"
372143,"[16, 91, 51, 90, 32]"
372143,"[50, 82, 7, 11, 14]"
377622,"[98, 95, 18, 21, 68]"
377622,"[91, 41, 48, 64, 65]"
377622,"[18, 95, 98, 68, 21]"
377622,"[49, 0, 41, 47, 18]"
382590,"[36, 85, 62, 58, 63]"
384423,"[91, 41, 48, 64, 65]"
388017,"[11, 75, 21, 25, 64]"
388141,"[95, 98, 91, 18, 41]"
388141,"[0, 31, 96, 25, 91]"
389819,"[50, 2, 6, 15, 91]"
391023,"[57, 60, 81, 91, 41]"
392342,"[9, 97, 25, 64, 8]"
394211,"[91, 41, 48, 64, 65]"
394211,"[91, 41, 48, 64, 65]"
394211,"[91, 41, 48, 64, 65]"
394211,"[91, 41, 48, 64, 65]"
394243,"[71, 34, 84, 50, 91]"
394243,"[56, 70, 41, 98, 69]"
394769,"[10, 42, 91, 59, 41]"
398581,"[59, 25, 42, 48, 95]"
400808,"[34, 0, 55, 50, 4]"
401105,"[36, 58, 5, 99, 30]"
401486,"[1, 45, 79, 24, 88]"
402673,"[70, 39, 98, 19, 21]"
404285,"[91, 41, 48, 64, 65]"
406042,"[48, 41, 91, 47, 39]"
408155,"[21, 18, 4, 33, 95]"
408727,"[56, 41, 70, 98, 55]"
408727,"[56, 70, 41, 98, 69]"
412312,"[95, 98, 91, 18, 41]"
416021,"[56, 70, 41, 98, 69]"
416021,"[69, 41, 10, 84, 96]"
416021,"[73, 91, 0, 28, 96]"
416966,"[50, 32, 18, 47, 91]"
420636,"[67, 36, 62, 30, 46]"
420636,"[67, 36, 62, 30, 46]"
424638,"[8, 47, 91, 41, 48]"
424785,"[30, 78, 67, 46, 64]"
424785,"[12, 81, 51, 57, 76]"
426454,"[91, 41, 48, 64, 65]"
426454,"[56, 41, 70, 98, 55]"
426491,"[91, 41, 48, 64, 65]"
426491,"[91, 41, 48, 64, 65]"
427230,"[91, 41, 48, 64, 65]"
427230,"[42, 91, 41, 48, 64]"
427230,"[91, 55, 68, 18, 95]"
427230,"[91, 55, 68, 18, 95]"
427322,"[69, 37, 11, 72, 97]"
427322,"[64, 97, 49, 37, 9]"
428185,"[69, 95, 37, 21, 96]"
428185,"[69, 95, 37, 21, 96]"
432694,"[2, 91, 50, 77, 41]"
432934,"[50, 71, 34, 90, 49]"
449055,"[64, 82, 81, 78, 57]"
449108,"[29, 32, 77, 91, 39]"
449108,"[47, 94, 16, 91, 41]"
459572,"[91, 41, 48, 64, 65]"
460037,"[59, 42, 91, 95, 16]"
462352,"[82, 5, 91, 41, 48]"
462352,"[2, 36, 49, 59, 28]"
462352,"[95, 69, 41, 68, 9]"
462352,"[73, 63, 90, 99, 53]"
462352,"[55, 80, 26, 73, 10]"
462352,"[32, 59, 91, 43, 7]"
462352,"[39, 13, 99, 42, 76]"
462352,"[39, 6, 20, 50, 91]"
462352,"[28, 95, 25, 59, 91]"
462352,"[2, 36, 49, 59, 28]"
464710,"[95, 18, 68, 9, 41]"
465107,"[5, 82, 57, 64, 61]"
465107,"[1, 45, 79, 24, 88]"
467053,"[10, 49, 31, 34, 79]"
467053,"[10, 49, 31, 34, 79]"
467053,"[91, 95, 69, 13, 94]"
467053,"[91, 95, 69, 13, 94]"
467053,"[91, 95, 69, 13, 94]"
468411,"[82, 59, 63, 46, 10]"
468411,"[82, 59, 63, 46, 10]"
468411,"[82, 59, 63, 46, 10]"
472481,"[46, 64, 61, 62, 78]"
474601,"[91, 41, 48, 64, 65]"
475373,"[1, 45, 79, 24, 88]"
478057,"[21, 48, 72, 51, 33]"
489324,"[17, 83, 70, 41, 98]"
489682,"[99, 67, 38, 75, 78]"
489682,"[91, 41, 48, 64, 65]"
489682,"[46, 81, 61, 82, 75]"
489682,"[81, 46, 60, 89, 82]"
489682,"[91, 41, 48, 64, 65]"
489682,"[91, 41, 48, 64, 65]"
490430,"[67, 58, 36, 38, 86]"
490430,"[59, 49, 21, 25, 33]"
501484,"[59, 95, 3, 11, 21]"
501484,"[59, 95, 3, 11, 21]"
501484,"[59, 95, 3, 11, 21]"
501484,"[21, 90, 59, 91, 41]"
501484,"[21, 90, 59, 91, 41]"
501484,"[59, 95, 3, 11, 21]"
501484,"[21, 90, 59, 91, 41]"
501484,"[91, 41, 48, 64, 65]"
501484,"[91, 41, 48, 64, 65]"
501884,"[91, 41, 48, 64, 65]"
501884,"[91, 41, 48, 64, 65]"
501884,"[91, 41, 48, 64, 65]"
501884,"[91, 68, 59, 9, 25]"
503013,"[99, 7, 94, 15, 51]"
504230,"[64, 99, 25, 75, 11]"
506558,"[15, 50, 89, 39, 48]"
522171,"[95, 42, 91, 4, 16]"
522171,"[95, 42, 91, 4, 16]"
522171,"[95, 42, 91, 4, 16]"
523760,"[95, 69, 41, 68, 9]"
523760,"[43, 59, 15, 91, 41]"
523760,"[95, 69, 41, 68, 9]"
523760,"[7, 43, 91, 41, 48]"
523760,"[7, 43, 91, 41, 48]"
523760,"[7, 43, 91, 41, 48]"
527764,"[2, 11, 29, 59, 46]"
528127,"[2, 46, 29, 59, 64]"
530010,"[47, 91, 41, 48, 64]"
538216,"[91, 16, 50, 39, 15]"
548557,"[9, 89, 91, 41, 48]"
556850,"[79, 89, 0, 96, 4]"
556850,"[21, 95, 56, 19, 49]"
556850,"[91, 94, 39, 42, 41]"
557795,"[68, 16, 48, 96, 77]"
557795,"[0, 31, 96, 25, 91]"
557901,"[87, 34, 22, 20, 37]"
561505,"[83, 68, 16, 11, 37]"
562469,"[8, 22, 99, 91, 41]"
567051,"[55, 21, 68, 9, 25]"
567881,"[3, 82, 91, 41, 48]"
567881,"[81, 61, 57, 12, 63]"
567881,"[81, 61, 57, 12, 63]"
567881,"[91, 41, 48, 64, 65]"
567881,"[82, 67, 20, 78, 12]"
568760,"[91, 94, 21, 59, 48]"
573426,"[54, 77, 16, 40, 47]"
573939,"[33, 83, 91, 94, 8]"
573939,"[55, 0, 15, 26, 39]"
575484,"[13, 95, 37, 91, 21]"
575881,"[31, 91, 19, 15, 10]"
575881,"[70, 39, 98, 19, 21]"
581930,"[97, 5, 33, 17, 68]"
591307,"[99, 42, 6, 93, 13]"
593598,"[91, 41, 48, 64, 65]"
593598,"[91, 41, 48, 64, 65]"
593598,"[91, 41, 48, 64, 65]"
593598,"[91, 41, 48, 64, 65]"
593598,"[42, 91, 7, 32, 47]"
593598,"[91, 41, 48, 64, 65]"
595754,"[36, 85, 62, 58, 63]"
596201,"[91, 41, 48, 64, 65]"
597972,"[57, 82, 62, 91, 41]"
601930,"[91, 41, 48, 64, 65]"
601930,"[95, 98, 91, 18, 41]"
605848,"[39, 6, 20, 50, 91]"
606114,"[21, 90, 59, 91, 41]"
609263,"[68, 95, 18, 40, 9]"
610499,"[91, 16, 41, 48, 64]"
610499,"[81, 57, 36, 85, 23]"
610499,"[25, 64, 5, 11, 97]"
610499,"[2, 36, 49, 59, 28]"
610499,"[25, 59, 49, 21, 33]"
610499,"[56, 41, 70, 98, 55]"
611177,"[46, 68, 41, 5, 90]"
611562,"[59, 82, 85, 44, 30]"
614698,"[6, 41, 10, 77, 49]"
614698,"[4, 91, 41, 48, 64]"
618467,"[29, 82, 59, 46, 64]"
622069,"[46, 64, 61, 29, 99]"
622069,"[92, 81, 91, 41, 48]"
622169,"[2, 97, 37, 59, 68]"
622562,"[95, 69, 41, 68, 9]"
627632,"[83, 68, 16, 11, 37]"
627632,"[34, 91, 48, 33, 39]"
634081,"[28, 91, 48, 59, 68]"
634829,"[25, 64, 5, 11, 97]"
635803,"[23, 91, 41, 48, 64]"
641286,"[21, 91, 72, 28, 95]"
645891,"[63, 36, 58, 44, 64]"
649176,"[91, 41, 48, 64, 65]"
649176,"[91, 41, 48, 64, 65]"
651307,"[98, 70, 41, 56, 72]"
653446,"[1, 45, 79, 24, 88]"
657101,"[70, 56, 41, 98, 69]"
657101,"[13, 40, 77, 91, 48]"
657101,"[28, 2, 18, 41, 37]"
657818,"[64, 97, 46, 8, 35]"
657818,"[35, 97, 2, 7, 8]"
657818,"[91, 41, 48, 64, 65]"
657818,"[2, 5, 16, 58, 59]"
657818,"[29, 82, 25, 30, 11]"
657818,"[29, 82, 25, 30, 11]"
657818,"[2, 5, 16, 58, 59]"
657818,"[29, 82, 25, 30, 11]"
661010,"[86, 28, 95, 32, 69]"
661010,"[25, 83, 28, 91, 41]"
661243,"[54, 77, 16, 40, 47]"
663785,"[0, 33, 48, 83, 21]"
663785,"[0, 83, 96, 33, 9]"
663785,"[0, 84, 96, 97, 41]"
663785,"[0, 84, 96, 97, 41]"
665594,"[9, 46, 30, 99, 38]"
668777,"[58, 37, 25, 82, 11]"
668777,"[22, 82, 8, 78, 43]"
668777,"[22, 99, 86, 8, 58]"
668777,"[80, 67, 14, 78, 30]"
668777,"[26, 63, 58, 44, 75]"
669226,"[13, 33, 4, 91, 77]"
669226,"[13, 33, 4, 91, 77]"
679154,"[28, 2, 18, 41, 37]"
679154,"[28, 2, 18, 41, 37]"
679154,"[28, 2, 18, 41, 37]"
679497,"[91, 41, 48, 64, 65]"
679764,"[46, 36, 58, 12, 29]"
682982,"[82, 93, 85, 36, 29]"
682982,"[91, 41, 48, 64, 65]"
684149,"[48, 34, 84, 7, 96]"
688105,"[15, 63, 47, 18, 91]"
688105,"[91, 7, 43, 32, 40]"
688105,"[28, 91, 48, 59, 68]"
688105,"[95, 98, 91, 18, 41]"
688105,"[27, 91, 41, 48, 64]"
688105,"[50, 99, 33, 18, 17]"
688105,"[28, 16, 42, 32, 76]"
694375,"[1, 79, 45, 24, 19]"
694375,"[2, 40, 73, 34, 91]"
696365,"[1, 45, 79, 24, 88]"
696608,"[91, 47, 40, 41, 48]"
699522,"[82, 30, 86, 76, 44]"
702389,"[13, 73, 42, 90, 7]"
702389,"[13, 73, 42, 90, 7]"
702389,"[77, 18, 9, 51, 4]"
704466,"[91, 41, 48, 64, 65]"
713682,"[59, 46, 90, 29, 10]"
713682,"[58, 2, 29, 82, 62]"
713682,"[58, 2, 29, 82, 62]"
713682,"[91, 41, 48, 64, 65]"
713682,"[4, 34, 16, 72, 0]"
713682,"[4, 34, 16, 72, 0]"
713874,"[91, 41, 48, 64, 65]"
718337,"[82, 9, 10, 2, 62]"
718337,"[36, 58, 5, 99, 30]"
719243,"[0, 13, 10, 39, 17]"
719243,"[10, 15, 28, 32, 76]"
725103,"[1, 45, 79, 24, 88]"
740035,"[98, 70, 41, 56, 72]"
740035,"[98, 70, 41, 56, 72]"
740035,"[18, 59, 97, 72, 90]"
740035,"[91, 41, 48, 64, 65]"
740035,"[43, 30, 78, 89, 90]"
746398,"[6, 48, 28, 91, 21]"
746398,"[6, 48, 28, 91, 21]"
746398,"[91, 41, 48, 64, 65]"
748417,"[63, 92, 78, 38, 61]"
749985,"[64, 58, 86, 91, 41]"
749985,"[99, 59, 81, 91, 41]"
